path,fingerprint,stage_keys,n_urls,coverage_pct,item_types,institutions,periods,example_url,example_paths
A_phase_stages,c933e2a644744cccec0ef8e94c682884,date|priority|text,1,0.2,BI,NR,recent,/gegenstand/XXVII/BI/38,"approvals, approvals.filter, approvals.filter.data, approvals.filter.rendertype, approvals.new, approvalstate, breadcrumbs, breadcrumbs[].title"
A_phase_stages,b05fc7adbb34f7e398ddff99d42ef51a,date|fsth|priority|text,1,0.2,BI,NR,recent,/gegenstand/XXVI/BI/34,"approvals, approvals.filter, approvals.filter.data, approvals.filter.rendertype, approvals.new, approvalstate, breadcrumbs, breadcrumbs[].title"
A_phase_stages,9e8faa4d53ea3ef9a1220a9019974a4b,date|priority|text,1,0.2,BI,NR,recent,/gegenstand/XXVIII/BI/23,"appformlink, approvals, approvals.filter, approvals.filter.data, approvals.filter.rendertype, approvals.new, approvals.personform, approvals.personform.data"
A_phase_stages,bc66c6dfef65c9b3d37d737b722d340f,date|fsth|priority|text,1,0.2,IMM,NR,recent,/gegenstand/XXVI/IMM/4,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
A_phase_stages,cd5354e3685cf7078b879be5612b6943,date|fsth|priority|text,1,0.2,US,NR,recent,/gegenstand/XXVII/US/7,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, correspondence, correspondence[].additional, correspondence[].date, correspondence[].title"
A_phase_stages,ad578d8c13559501d99937c4982c27ad,date|fsth|text,1,0.2,US,NR,recent,/gegenstand/XXVII/US/4,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, correspondence, correspondence[].additional, correspondence[].date, correspondence[].title"
A_phase_stages,644720cca3a3ff7bf287d32753818b38,date|fsth|priority|text,1,0.2,US,NR,recent,/gegenstand/XXVII/US/5,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, correspondence, correspondence[].additional, correspondence[].date, correspondence[].title"
A_phase_stages,fec31b4633af4fe0a4fcb5e883263ea0,date|priority|text,1,0.2,PET-BR,BR,recent,/gegenstand/BR/PET-BR/46,"approvals, approvals.filter, approvals.filter.data, approvals.filter.rendertype, approvals.new, approvalstate, breadcrumbs, breadcrumbs[].title"
A_phase_stages,34bbc276d14ab437607e9cb5b82eca10,date|fsth|priority|text,1,0.2,III-BR,BR,recent,/gegenstand/BR/III-BR/811,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, correspondence, correspondence[].additional, correspondence[].date, correspondence[].title"
A_phase_stages,e936a68d0b5571a9755ccab9c7a3c336,date|fsth|priority|text,1,0.2,III-BR,BR,recent,/gegenstand/BR/III-BR/849,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, correspondence, correspondence[].additional, correspondence[].date, correspondence[].title"
A_phase_stages,c26b40ced4f46655acadfd398bd4e9cb,date|fsth|priority|text,1,0.2,III-BR,BR,recent,/gegenstand/BR/III-BR/899,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
A_phase_stages,96686d14722bc1b25688c590b7317b03,date|fsth|priority|text,1,0.2,URH2,NR,recent,/gegenstand/XXVII/URH2/1,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, correspondence, correspondence[].additional, correspondence[].date, correspondence[].title"
A_phase_stages,7e7ff571824201786f7a87c30e9fc995,date|fsth|priority|text,1,0.2,URH2,NR,recent,/gegenstand/XXVIII/URH2/1,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, correspondence, correspondence[].additional, correspondence[].date, correspondence[].title"
B_flat_stages,19951fe63af7aede5514a52074e662bc,date|text,41,8.6,"AFEU-BR, BUV-BR, MT, MT-BR, MTEU, MTPL-BR, S, S-BR, SB-BR, SBEU, SEU, SPL-BR","BR, NR","mid, recent",/gegenstand/BR/S-BR/4,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,ceae3212e6164241090f1c3ea80a2d05,date|priority|text,25,5.2,"BSESM, BUV, EUD, EUD-BR, FVUS, IV-BR, SONS","BR, NR","mid, recent",/gegenstand/BR/IV-BR/45,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,aaf693cb4175786168ef329d0124e3b1,date|priority|text,21,4.4,"BNR, BSE, I-BR, KOMM","BR, NR","mid, recent",/gegenstand/BR/I-BR/5853,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,a867cda4cde3d4321f9f782cacd7b14b,date|priority|text,15,3.1,"AB, I, J, SLT-BR","BR, NR","mid, old, recent",/gegenstand/XV/I/830,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, documents, documents[].documents, documents[].documents[].link"
B_flat_stages,ce96c54823282b274bf9095f5f468fab,date|fsth|priority|text,11,2.3,"AB, AB-BR, ABM, ABM-BR, ABPR","BR, NR","mid, recent",/gegenstand/XXIV/ABPR/19,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,8615daa86f38bf4384cfcd95a824035d,date|fsth|priority|text,11,2.3,"AA, GO, UEA, UEA-BR, VER, VER-BR","BR, NR","mid, recent",/gegenstand/XXII/VER/9,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,a846f9d5fb78c320b6183b8b170ae453,date|priority|text,11,2.3,"SINF, SINF-BR","BR, NR","mid, recent",/gegenstand/XXIV/SINF/28,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,ce96c54823282b274bf9095f5f468fab,date|priority|text,9,1.9,"AB, AB-BR, ABEU, ABM-BR, ABPR","BR, NR","mid, recent",/gegenstand/XXIV/ABPR/99,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,cac09fed20dd739ac88ed90a13c8f8c2,date|fsth|priority|text,9,1.9,"AA, AA-BR, UEA, UEA-BR","BR, NR","mid, recent",/gegenstand/BR/AA-BR/3,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,b006733e83bd5f94991be1193ce8870c,date|fsth|priority|text,8,1.7,"ABPR, J, J-BR, JPR","BR, NR","mid, recent",/gegenstand/XXV/JPR/12,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,b3e293bdd9ddeef750913a9c64f5c6da,date|fsth|priority|text,8,1.7,"E, E-BR","BR, NR","mid, recent",/gegenstand/XXII/E/82,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,5c85b0322bbbd8de1e8aec5e402d4f36,date|fsth|priority|text,8,1.7,"M-BR, RGER, RGER-BR","BR, NR","mid, recent",/gegenstand/XXV/RGER/27,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,ddaed47d57007b93cb1abd4f507821df,date|fsth|names|priority|text,8,1.7,"W, W-BR","BR, NR","mid, recent",/gegenstand/XXIII/W/6,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,37c0a7aa281d8eda819e0b59d5ceee20,date|priority|text,8,1.7,"FS, FS-BR","BR, NR","mid, recent",/gegenstand/XXIII/FS/10,"agenda, agenda[].documents, agenda[].documents[].link, agenda[].documents[].type, agenda[].title, approvalstate, breadcrumbs, breadcrumbs[].title"
B_flat_stages,7957727496844bab5d53a3821320f88f,date|fsth|priority|text,8,1.7,"LHER-BR, M, M-BR, RGER-BR","BR, NR","mid, recent",/gegenstand/XXV/M/276,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,94e27fd17fb79de2ee2e7982e7e81c96,date|priority|text,7,1.5,"E, E-BR","BR, NR","mid, old",/gegenstand/XV/E/75,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, documents, documents[].documents, documents[].documents[].link"
B_flat_stages,b006733e83bd5f94991be1193ce8870c,date|priority|text,7,1.5,"ABPR, I-BR, J-BR, JEU, JPR","BR, NR","mid, recent",/gegenstand/XX/JPR/50,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,153d8aaa60a4cbfc5036f0476d696396,date|priority|text,7,1.5,"AB, AB-BR, ABEU, ABPR","BR, NR","mid, recent",/gegenstand/XXV/ABPR/23,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,13a7ad2381c379259e45ad99d8966221,date|fsth|priority|text,7,1.5,"J, J-BR, JPR","BR, NR",recent,/gegenstand/XXVI/JPR/10,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,19857feb116b7b2f877d9d6e7245f11e,date|priority|text,6,1.3,"ABPR, JPR",NR,old,/gegenstand/X/JPR/2,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, documents, documents[].documents, documents[].documents[].link"
B_flat_stages,14897dca9351302e7d33d93696ce7c57,date|fsth|priority|text,6,1.3,"AA, AA-BR, UEA","BR, NR","mid, recent",/gegenstand/XXV/UEA/221,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,3c2882f1800a9a6c71214009a8334f8f,date|fsth|priority|text,6,1.3,"AS, M",NR,"mid, recent",/gegenstand/XXII/M/94,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,93466b6fe439cc0bfbf0ee1833cf2791,date|priority|text,6,1.3,"MEU, MEU-BR","BR, NR",mid,/gegenstand/XXIV/MEU/73,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,24b3f1d8c9612c446711628d91e3bc65,date|priority|text,6,1.3,BS,NR,"mid, recent",/gegenstand/XXV/BS/144,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, doktyp, einlangen, eurovoc"
B_flat_stages,ae99be4e05fb44628a01cfc6cfd899d9,date|priority|text,6,1.3,EUBTG,NR,"mid, recent",/gegenstand/XXV/EUBTG/2029,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,1e413a6811ebe1028ef4086d341c51c0,date|text,6,1.3,AUA,NR,"mid, recent",/gegenstand/XXV/AUA/187,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,22178ae05185a914846bd3daa93e81ce,date|text,6,1.3,"AAA, EAA",NR,recent,/gegenstand/XXVIII/AAA/15,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,1325a43b7e2899f122dd77812fb8bc47,date|fsth|priority|reden|text,5,1,AS-BR,BR,"mid, recent",/gegenstand/BR/AS-BR/9,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,f0a6b83e2f7269bb47214a804b9233b9,date|priority|text,5,1,BS-BR,BR,"mid, recent",/gegenstand/BR/BS-BR/2,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,13a7ad2381c379259e45ad99d8966221,date|priority|text,5,1,"I-BR, J-BR, JEU","BR, NR",recent,/gegenstand/XXVI/JEU/2,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,8527fa0c5f515614579ac9296ce5cfdb,date|text,4,0.8,"I-BR, S","BR, NR","mid, old",/gegenstand/BR/I-BR/1417,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, documents, documents[].documents, documents[].documents[].link"
B_flat_stages,ddaed47d57007b93cb1abd4f507821df,date|fsth|priority|text,4,0.8,W,NR,"mid, recent",/gegenstand/XXIII/W/4,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,e8c4dc5a1b196e28906d6e047b0c9a1f,date|fsth|text,4,0.8,GO-BR,BR,"mid, recent",/gegenstand/BR/GO-BR/451,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,ddaed47d57007b93cb1abd4f507821df,date|fsth|priority|reden|text,4,0.8,GAST,NR,"mid, recent",/gegenstand/XXV/GAST/1,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, doktyp, einlangen"
B_flat_stages,e2fe30c4d07683932e26174ee9f2ac45,date|priority|text,4,0.8,"IV-BR, SONS","BR, NR",recent,/gegenstand/BR/IV-BR/175,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
B_flat_stages,07a34baf8c166c9530e1c372ecb2049d,date|priority|text,3,0.6,VER,NR,old,/gegenstand/VIII/VER/3,"approvalstate, breadcrumbs, breadcrumbs[].title, breadcrumbs[].url, deleted, description, documents, documents[].documents"
